customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
0122-OAHPZ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,334
2868-SNELZ,Month-to-month,No,Mailed check,0-12 Months,High,Q1,335
4322-RCYMT,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,336
6680-NENYN,Two year,Yes,Electronic check,25-48 Months,Premium,Q4,337
2088-IEBAU,Two year,Yes,Electronic check,61-72 Months,High,Q4,338
7982-VCELR,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,339
1343-EHPYB,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,340
6035-BXTTY,Month-to-month,No,Bank transfer (automatic),25-48 Months,Medium,Q3,341
6885-PKOAM,Two year,No,Credit card (automatic),61-72 Months,High,Q4,342
7520-HQWJU,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,Medium,Q4,343
9639-BUJXT,One year,No,Mailed check,61-72 Months,Low,Q2,344
5924-SNGKP,One year,Yes,Credit card (automatic),25-48 Months,Low,Q2,345
0021-IKXGC,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,346
2034-GDRCN,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,347
8966-SNIZF,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,348
6243-OZGFH,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,349
4654-DLAMQ,One year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,350
0513-RBGPE,Two year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,351
5160-UXJED,One year,No,Mailed check,13-24 Months,Medium,Q2,352
4115-NZRKS,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,353
0219-YTZUE,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q1,354
0623-IIHUG,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,355
4572-DVCGN,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,356
3351-NGXYI,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,357
8984-EYLLL,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,358
9057-MSWCO,Month-to-month,No,Credit card (automatic),25-48 Months,Low,Q2,359
9833-TGFHX,One year,No,Electronic check,25-48 Months,Premium,Q4,360
9294-TDIPC,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,361
5229-DTFYB,Two year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,362
0104-PPXDV,One year,No,Credit card (automatic),49-60 Months,Medium,Q3,363
5176-LMJXE,Two year,Yes,Mailed check,25-48 Months,Low,Q2,364
3583-KRKMD,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,365
1010-DIAUQ,Month-to-month,No,Bank transfer (automatic),0-12 Months,Premium,Q2,366
9069-LGEUL,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q3,367
7302-ZHMHP,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,368
9571-EDEBV,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,369
3520-FJGCV,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,370
6563-VRERX,One year,No,Mailed check,25-48 Months,Low,Q2,371
0259-GBZSH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,372
6122-EFVKN,Two year,No,Mailed check,13-24 Months,Medium,Q2,373
2805-EDJPQ,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,374
6862-CQUMB,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,375
7156-MXBJE,One year,No,Credit card (automatic),25-48 Months,High,Q3,376
6158-HDPXZ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,377
9601-BRXPO,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,378
2863-IMQDR,Two year,No,Electronic check,61-72 Months,High,Q4,379
5686-CMAWK,One year,No,Electronic check,13-24 Months,High,Q3,380
5651-CRHKQ,One year,Yes,Bank transfer (automatic),25-48 Months,High,Q3,381
6905-NIQIN,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,382
8204-YJCLA,Two year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q4,383
5167-ZFFMM,Month-to-month,Yes,Credit card (automatic),0-12 Months,Premium,Q1,384
6583-SZVGP,Two year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,385
4895-TMWIR,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,386
0533-BNWKF,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,387
1708-PBBOA,One year,Yes,Electronic check,25-48 Months,Medium,Q3,388
8782-LKFPK,Month-to-month,Yes,Mailed check,25-48 Months,Premium,Q4,389
5522-JBWMO,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,390
3597-MVHJT,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,391
9774-NRNAU,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,392
0224-RLWWD,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,393
9967-ATRFS,Month-to-month,No,Mailed check,13-24 Months,Low,Q1,394
3951-NJCVI,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,395
2977-CEBSX,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,396
0177-PXBAT,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,397
6599-CEBNN,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,398
2519-ERQOJ,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,399
5876-QMYLD,One year,No,Mailed check,13-24 Months,Low,Q2,400
2277-AXSDC,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,401
9442-JTWDL,One year,No,Credit card (automatic),0-12 Months,Low,Q1,402
0979-PHULV,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,403
3067-SVMTC,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,404
5495-GPSRW,Two year,Yes,Mailed check,13-24 Months,Low,Q2,405
7606-BPHHN,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,406
4742-DRORA,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,407
0111-KLBQG,Month-to-month,Yes,Mailed check,25-48 Months,Premium,Q3,408
4800-VHZKI,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,409
7989-CHGTL,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,410
0334-GDDSO,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,411
4163-NCJAK,One year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,412
5233-AOZUF,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,413
5973-EJGDP,Month-to-month,Yes,Electronic check,49-60 Months,High,Q4,414
1996-DBMUS,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,415
7916-VCCPB,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q2,416
4686-GEFRM,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,417
5249-QYHEX,Two year,Yes,Mailed check,25-48 Months,Low,Q2,418
0578-SKVMF,Month-to-month,No,Electronic check,13-24 Months,High,Q3,419
5564-NEMQO,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q1,420
2233-FAGXV,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,421
5605-IYGFG,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,422
7663-ZTEGJ,One year,No,Credit card (automatic),25-48 Months,Premium,Q3,423
3935-TBRZZ,One year,No,Mailed check,25-48 Months,Low,Q2,424
8111-BKVDS,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,425
2055-SIFSS,Month-to-month,No,Bank transfer (automatic),49-60 Months,Medium,Q3,426
2806-MLNTI,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,427
8734-DKSTZ,Month-to-month,No,Electronic check,0-12 Months,High,Q2,428
4360-PNRQB,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,429
6152-ONASV,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,430
9063-ZGTUY,Month-to-month,Yes,Mailed check,61-72 Months,Low,Q2,431
7781-HVGMK,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,432
2181-UAESM,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,433
2957-LOLHO,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,434
6048-NJXHX,Two year,Yes,Electronic check,25-48 Months,Low,Q2,435
2320-SLKMB,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q2,436
4980-URKXC,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,437
4376-KFVRS,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,438
5886-VLQVU,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,439
3577-AMVUX,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,440
0771-WLCLA,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,441
5628-RKIFK,Month-to-month,No,Credit card (automatic),49-60 Months,Premium,Q4,442
0206-TBWLC,One year,Yes,Mailed check,49-60 Months,Premium,Q4,443
2937-FTHUR,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,444
1910-FMXJM,Month-to-month,No,Electronic check,25-48 Months,High,Q3,445
7752-XUSCI,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,446
4110-PFEUZ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,447
0732-OCQOC,Two year,Yes,Bank transfer (automatic),49-60 Months,Low,Q2,448
5168-MSWXT,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,449
1090-ESELR,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,450
8592-PLTMQ,One year,No,Mailed check,61-72 Months,Low,Q3,451
5760-WRAHC,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q3,452
8847-GEOOQ,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,453
0256-LTHVJ,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,454
4785-FCIFB,Two year,No,Mailed check,61-72 Months,Low,Q3,455
8313-NDOIA,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,456
5149-CUZUJ,One year,No,Bank transfer (automatic),25-48 Months,Premium,Q3,457
0942-KOWSM,Two year,No,Bank transfer (automatic),25-48 Months,High,Q3,458
4237-CLSMM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,459
1452-VOQCH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,460
4719-UMSIY,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,461
6614-VBEGU,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q3,462
0880-TKATG,Month-to-month,No,Electronic check,0-12 Months,Premium,Q1,463
3811-VBYBZ,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,464
1480-BKXGA,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,465
2996-XAUVF,Two year,Yes,Mailed check,61-72 Months,Medium,Q3,466
9076-AXYIK,Two year,No,Electronic check,61-72 Months,Premium,Q4,467
5968-XQIVE,One year,Yes,Electronic check,61-72 Months,High,Q4,468
8896-RAZCR,Two year,No,Mailed check,25-48 Months,Low,Q2,469
4640-UHDOS,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,470
4933-IKULF,One year,No,Mailed check,13-24 Months,Low,Q1,471
3583-EKAPL,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,472
1304-BCCFO,Month-to-month,Yes,Mailed check,0-12 Months,High,Q2,473
4104-PVRPS,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,474
9399-APLBT,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,475
2359-KMGLI,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,476
3780-DDGSE,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,477
4431-EDMIQ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,478
0306-JAELE,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,479
6227-HWPWX,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q2,480
0486-LGCCH,Two year,No,Mailed check,0-12 Months,Low,Q1,481
0447-BEMNG,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,482
4612-SSVHJ,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,483
5168-MQQCA,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,484
5949-XIKAE,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,485
7971-HLVXI,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,486
9094-AZPHK,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,487
3649-JPUGY,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,488
4472-LVYGI,Two year,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,489
8372-JUXUI,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,490
3552-CTCYF,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,491
6778-YSNIH,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,492
0388-EOPEX,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,493
5756-OZRIO,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,494
6579-JPICP,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,495
8205-OTCHB,One year,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,496
4134-BSXLX,Month-to-month,No,Mailed check,25-48 Months,Medium,Q3,497
0505-SPOOW,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,498
6235-VDHOM,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,499
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Premium,Q2,500
4374-YMUSQ,One year,No,Credit card (automatic),25-48 Months,Premium,Q4,501
4513-CXYIX,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,502
3957-HHLMR,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,503
7803-XOCCZ,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,High,Q4,504
5736-YEJAX,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,505
5609-CEBID,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,506
8981-FJGLA,Month-to-month,Yes,Mailed check,0-12 Months,High,Q2,507
7218-HKQFK,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,508
4636-QRJKY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,509
1135-LMECX,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,510
4332-MUOEZ,One year,No,Credit card (automatic),13-24 Months,Premium,Q3,511
8535-SFUTN,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,512
5956-VKDTT,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,513
8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,514
2475-MROZF,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,515
9412-GHEEC,Month-to-month,No,Bank transfer (automatic),25-48 Months,Premium,Q4,516
3482-ABPKK,One year,No,Mailed check,25-48 Months,Medium,Q3,517
6705-LXORM,Month-to-month,No,Electronic check,0-12 Months,High,Q1,518
0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,519
7531-GQHME,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,520
5174-ITUMV,One year,Yes,Electronic check,61-72 Months,Premium,Q4,521
4109-CYRBD,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,522
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),49-60 Months,High,Q4,523
6825-UYPFK,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q3,524
8397-MVTAZ,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,525
0750-EBAIU,One year,No,Electronic check,49-60 Months,Premium,Q4,526
8606-CIQUL,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,527
3571-DPYUH,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,528
7601-GNDYK,Two year,No,Mailed check,25-48 Months,Low,Q2,529
0356-OBMAC,Two year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,530
8067-NIOYM,Two year,Yes,Credit card (automatic),13-24 Months,Low,Q2,531
1403-GYAFU,Two year,No,Credit card (automatic),61-72 Months,Low,Q2,532
4234-XTNEA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,533
1297-VQDRP,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,534
9282-IZGQK,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,535
5348-CAGXB,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,536
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,High,Q4,537
5844-QVTAT,One year,Yes,Mailed check,25-48 Months,Medium,Q3,538
8905-IAZPF,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,539
5394-MEITZ,Two year,Yes,Bank transfer (automatic),49-60 Months,High,Q4,540
6859-QNXIQ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,541
2782-LFZVW,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,542
2866-IKBTM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,543
1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,544
2817-NTQDO,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,545
7129-AZJDE,One year,Yes,Bank transfer (automatic),25-48 Months,High,Q3,546
6986-IJDHX,Month-to-month,Yes,Mailed check,25-48 Months,High,Q3,547
2560-PPCHE,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,548
4676-MQUEA,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,549
8138-EALND,Month-to-month,No,Mailed check,13-24 Months,Low,Q1,550
3580-HYCSP,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,551
1352-HNSAW,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,552
2075-PUEPR,Two year,No,Bank transfer (automatic),49-60 Months,Low,Q2,553
1982-FEBTD,Two year,Yes,Credit card (automatic),13-24 Months,Low,Q2,554
5301-GAUUY,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,555
5791-KAJFD,One year,Yes,Bank transfer (automatic),49-60 Months,Medium,Q4,556
2654-VBVPB,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,557
1154-HYWWO,One year,No,Mailed check,25-48 Months,High,Q3,558
2501-XWWTZ,Month-to-month,No,Electronic check,0-12 Months,High,Q2,559
3716-UVSPD,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,560
6815-ABQFQ,One year,Yes,Electronic check,49-60 Months,Premium,Q4,561
7343-EOBEU,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,562
3701-SFMUH,Month-to-month,No,Credit card (automatic),0-12 Months,Medium,Q2,563
6103-LIANB,Two year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,564
7319-VENRZ,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,565
5846-NEQVZ,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,566
6967-QIQRV,One year,No,Electronic check,13-24 Months,Premium,Q3,567
5781-RFZRP,Two year,No,Credit card (automatic),61-72 Months,High,Q4,568
0939-YAPAF,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,569
0308-IVGOK,One year,Yes,Credit card (automatic),0-12 Months,Medium,Q2,570
7293-LSCDV,Two year,Yes,Credit card (automatic),49-60 Months,Low,Q2,571
7025-WCBNE,Two year,No,Bank transfer (automatic),25-48 Months,Medium,Q3,572
5756-JYOJT,One year,No,Credit card (automatic),0-12 Months,Medium,Q2,573
4710-FDUIZ,One year,No,Credit card (automatic),49-60 Months,Premium,Q4,574
6030-REHUX,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,575
9548-LIGTA,Two year,Yes,Mailed check,61-72 Months,High,Q4,576
5150-LJNSR,One year,No,Bank transfer (automatic),25-48 Months,Premium,Q3,577
8270-RKSAP,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,578
6522-YRBXD,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,579
2640-LYMOV,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,580
1218-VKFPE,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,581
3627-FHKBK,Month-to-month,No,Mailed check,0-12 Months,High,Q1,582
2865-TCHJW,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,583
1423-BMPBQ,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,584
2393-DIVAI,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,585
5192-EBGOV,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,586
4568-KNYWR,Two year,Yes,Credit card (automatic),49-60 Months,Medium,Q3,587
8752-IMQOS,One year,No,Mailed check,0-12 Months,Low,Q1,588
0742-LAFQK,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,589
0795-LAFGP,Two year,No,Electronic check,61-72 Months,Premium,Q4,590
0619-OLYUR,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,591
5512-IDZEI,One year,No,Electronic check,25-48 Months,Low,Q2,592
0459-SPZHJ,Two year,No,Credit card (automatic),61-72 Months,High,Q4,593
0215-BQKGS,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,594
9244-ZVAPM,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,595
0719-SYFRB,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,596
8208-EUMTE,Two year,No,Mailed check,13-24 Months,Medium,Q2,597
5172-MIGPM,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,598
1710-RCXUS,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,599
0374-FIUCA,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,600
5839-SUYVZ,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q2,601
5173-ZXXXL,One year,No,Mailed check,0-12 Months,Low,Q1,602
1096-ADRUX,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,603
2001-MCUUW,Two year,No,Electronic check,25-48 Months,Premium,Q4,604
2731-GJRDG,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,605
4723-BEGSG,Two year,No,Credit card (automatic),61-72 Months,High,Q4,606
6516-NKQBO,Two year,No,Credit card (automatic),25-48 Months,High,Q3,607
8672-OAUPW,One year,No,Credit card (automatic),49-60 Months,Medium,Q3,608
8207-DMRVL,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,609
3419-SNJJD,Month-to-month,No,Bank transfer (automatic),61-72 Months,Premium,Q4,610
6543-CPZMK,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,611
4765-OXPPD,Month-to-month,No,Mailed check,0-12 Months,Medium,Q2,612
2804-ETQDK,Two year,No,Mailed check,61-72 Months,Low,Q2,613
6689-VRRTK,One year,Yes,Credit card (automatic),25-48 Months,Premium,Q4,614
