customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,HasStreaming,HasSecurityBundle,ServiceCount,service_key
6366-ZGQGL,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,273
4716-HHKQH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,274
5940-AHUHD,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,275
6432-TWQLB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,5,276
4484-GLZOU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,277
3179-GBRWV,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,5,278
8645-KWHJO,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5,279
4130-MZLCC,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,280
0314-TKOSI,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,4,281
8229-MYEJZ,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,282
2080-SRCDE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,283
9577-WJVCQ,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,4,284
9512-UIBFX,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,285
6202-DYYFX,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,286
3808-HFKDE,Yes,No,DSL,No,No,No,No,No,No,No,No,2,287
5583-SXDAG,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,288
3488-PGMQJ,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No,3,289
3580-REOAC,Yes,No,DSL,No,No,No,No,No,No,No,No,2,290
7534-BFESC,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,291
3727-OWVYD,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,292
2294-SALNE,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,5,293
4847-TAJYI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,294
1563-IWQEX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,295
8203-XJZRC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,296
6556-DBKZF,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,297
6851-WEFYX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,298
2985-JUUBZ,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,6,299
6390-DSAZX,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,300
0895-LMRSF,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,No,4,301
8098-LLAZX,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,302
8266-VBFQL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes,5,303
8181-YHCMF,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,304
2240-HSJQD,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,305
1248-DYXUB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,306
0265-EDXBD,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,307
4115-BNPJY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,308
3167-SNQPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,309
4091-TVOCN,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7,310
1098-TDVUQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,311
7277-OZCGZ,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes,5,312
1557-EMYVT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,313
2799-ARNLO,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,314
7563-BIUPC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,315
5027-YOCXN,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,316
3973-SKMLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,317
2321-OMBXY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7,318
2840-XANRC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,319
6745-JEFZB,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,5,320
5020-ZSTTY,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,321
9880-TDQAC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,322
8705-WZCYL,Yes,No,DSL,No,No,No,No,No,No,No,No,2,323
7102-JJVTX,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,324
8626-PTQGE,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6,325
4983-CLMLV,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,326
5701-YVSVF,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,4,327
5804-LEPIM,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,328
5697-GOMBF,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,No,2,329
2739-CACDQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,330
9385-EHGDO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,331
9498-FIMXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,332
2379-GYFLQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,6,333
0122-OAHPZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,334
2868-SNELZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,335
4322-RCYMT,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,7,336
6680-NENYN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,337
2088-IEBAU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,338
7982-VCELR,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,339
1343-EHPYB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,340
6035-BXTTY,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Yes,4,341
6885-PKOAM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,342
7520-HQWJU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,6,343
9639-BUJXT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,344
5924-SNGKP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,345
0021-IKXGC,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,346
2034-GDRCN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,347
8966-SNIZF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,348
6243-OZGFH,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,No,3,349
4654-DLAMQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,6,350
0513-RBGPE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,351
5160-UXJED,Yes,No,DSL,No,No,No,No,No,No,No,No,2,352
4115-NZRKS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,353
0219-YTZUE,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,No,5,354
0623-IIHUG,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,Yes,3,355
4572-DVCGN,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,356
3351-NGXYI,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,4,357
8984-EYLLL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,358
9057-MSWCO,No,No phone service,DSL,Yes,No,No,No,No,No,No,Yes,2,359
9833-TGFHX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,6,360
9294-TDIPC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,361
5229-DTFYB,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,362
0104-PPXDV,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,363
5176-LMJXE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,364
3583-KRKMD,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Yes,3,365
1010-DIAUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,366
9069-LGEUL,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,4,367
7302-ZHMHP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,368
9571-EDEBV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,369
3520-FJGCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,370
6563-VRERX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,371
0259-GBZSH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,372
6122-EFVKN,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Yes,3,373
2805-EDJPQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,7,374
6862-CQUMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,375
7156-MXBJE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,376
6158-HDPXZ,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,377
9601-BRXPO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,378
2863-IMQDR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,379
5686-CMAWK,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,5,380
5651-CRHKQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,5,381
6905-NIQIN,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,382
8204-YJCLA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,383
5167-ZFFMM,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,384
6583-SZVGP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,385
4895-TMWIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,386
0533-BNWKF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,No,5,387
1708-PBBOA,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,6,388
8782-LKFPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,389
5522-JBWMO,Yes,No,DSL,No,No,No,No,No,No,No,No,2,390
3597-MVHJT,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,391
9774-NRNAU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,392
0224-RLWWD,Yes,No,DSL,No,No,No,No,No,No,No,No,2,393
9967-ATRFS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,394
3951-NJCVI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,395
2977-CEBSX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,396
0177-PXBAT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,397
6599-CEBNN,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No,3,398
2519-ERQOJ,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5,399
5876-QMYLD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,400
2277-AXSDC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,401
9442-JTWDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,402
0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,403
3067-SVMTC,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,404
5495-GPSRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,405
7606-BPHHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,406
4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,6,407
0111-KLBQG,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,408
4800-VHZKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,409
7989-CHGTL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,410
0334-GDDSO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,411
4163-NCJAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,412
5233-AOZUF,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,413
5973-EJGDP,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,6,414
1996-DBMUS,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,415
7916-VCCPB,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No,3,416
4686-GEFRM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,7,417
5249-QYHEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,418
0578-SKVMF,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,4,419
5564-NEMQO,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,420
2233-FAGXV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,421
5605-IYGFG,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,422
7663-ZTEGJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,7,423
3935-TBRZZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,424
8111-BKVDS,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No,Yes,4,425
2055-SIFSS,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,426
2806-MLNTI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,427
8734-DKSTZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,428
4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,429
6152-ONASV,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,5,430
9063-ZGTUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,431
7781-HVGMK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,432
2181-UAESM,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Yes,4,433
2957-LOLHO,Yes,No,DSL,No,No,No,No,No,No,No,No,2,434
6048-NJXHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,435
2320-SLKMB,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,4,436
4980-URKXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,437
4376-KFVRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,438
5886-VLQVU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes,5,439
3577-AMVUX,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,4,440
0771-WLCLA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,441
5628-RKIFK,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,6,442
0206-TBWLC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,443
2937-FTHUR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,5,444
1910-FMXJM,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,445
7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,446
4110-PFEUZ,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,447
0732-OCQOC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,448
5168-MSWXT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,449
1090-ESELR,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7,450
8592-PLTMQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,451
5760-WRAHC,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,6,452
8847-GEOOQ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,453
0256-LTHVJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,454
4785-FCIFB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,455
8313-NDOIA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,456
5149-CUZUJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,6,457
0942-KOWSM,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,458
4237-CLSMM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,459
1452-VOQCH,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,460
4719-UMSIY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,461
6614-VBEGU,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,No,5,462
0880-TKATG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,463
3811-VBYBZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,464
1480-BKXGA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,465
2996-XAUVF,No,No phone service,DSL,No,No,No,Yes,No,Yes,Yes,Yes,3,466
9076-AXYIK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,467
5968-XQIVE,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,5,468
8896-RAZCR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,469
4640-UHDOS,Yes,No,DSL,No,No,No,No,No,Yes,Yes,No,3,470
4933-IKULF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,471
3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes,Yes,No,3,472
1304-BCCFO,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,5,473
4104-PVRPS,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,474
9399-APLBT,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No,3,475
2359-KMGLI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,476
3780-DDGSE,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,477
4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,7,478
0306-JAELE,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,5,479
6227-HWPWX,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,480
0486-LGCCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,481
0447-BEMNG,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,4,482
4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,483
5168-MQQCA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,484
5949-XIKAE,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,485
7971-HLVXI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,486
9094-AZPHK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,487
3649-JPUGY,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,488
4472-LVYGI,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5,489
8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,490
3552-CTCYF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,491
6778-YSNIH,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,No,4,492
0388-EOPEX,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,493
5756-OZRIO,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,No,5,494
6579-JPICP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,495
8205-OTCHB,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Yes,No,4,496
4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,497
0505-SPOOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,498
6235-VDHOM,No,No phone service,DSL,No,Yes,No,No,No,No,No,No,2,499
7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,7,500
4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,501
4513-CXYIX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,502
3957-HHLMR,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,5,503
7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes,5,504
5736-YEJAX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,505
5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,6,506
8981-FJGLA,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,507
7218-HKQFK,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,5,508
4636-QRJKY,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,4,509
1135-LMECX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,510
4332-MUOEZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,6,511
8535-SFUTN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7,512
5956-VKDTT,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,513
8677-HDZEE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,514
2475-MROZF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes,7,515
9412-GHEEC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,516
3482-ABPKK,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,4,517
6705-LXORM,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,518
0257-ZESQC,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,519
7531-GQHME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,520
5174-ITUMV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,521
4109-CYRBD,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,522
0913-XWSCN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,523
6825-UYPFK,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,524
8397-MVTAZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,525
0750-EBAIU,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,5,526
8606-CIQUL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,527
3571-DPYUH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes,6,528
7601-GNDYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,529
0356-OBMAC,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,7,530
8067-NIOYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,531
1403-GYAFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,532
4234-XTNEA,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,533
1297-VQDRP,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,534
9282-IZGQK,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,535
5348-CAGXB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,536
0621-HJWXJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,537
5844-QVTAT,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,5,538
8905-IAZPF,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,5,539
5394-MEITZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,540
6859-QNXIQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,541
2782-LFZVW,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,4,542
2866-IKBTM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,543
1342-JPNKI,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,544
2817-NTQDO,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,4,545
7129-AZJDE,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,546
6986-IJDHX,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,547
